Observation #,Code,Food name in English,Nom d’aliment en français,"Weight of ingredients (edible portion, raw) / Poids des ingrédients (parte comestible, cru) (g)",Yield factor / Factor de rendement,Method,Méthode
2,14_028,Siné zindo (Burkina Faso)*: sesame sauce with fish and vegetables,Siné zindo (Burkina Faso)*: sauce sésame avec poisson et légumes,,0.23144289884611904,"Heat the sesame seeds and crush to a paste. Fry the cut onion and tomato with the crushed pepper and garlic. Add the tomato paste, then the water, salt, stock cube, bay leaves and fish. Boil, then add the sesame paste. Simmer until cooked.","Chauffer les graines de sésame et les réduire en purée. Faire revenir les morceaux d’oignon et de tomate avec le poivre et l’ail hachés. Ajouter le concentré de tomate, puis l’eau, le sel, le bouillon-cube, les feuilles de laurier et le poisson. Faire bouillir, puis ajouter la pâte de sésame. Laisser cuire à feu doux."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",25.0,,,
,13_015,Salt,Sel,2.0,,,
,13_014,"Pepper, black","Poivre, noir",1.5,,,
,04_081,"Bay, leaves, dried","Laurier, feuilles, séchées",0.37,,,
,12_019,"Water, tap",Eau du robinet,1745.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,06_015,"Sesame seed, whole, dried, raw","Sésame, graines complètes, séchées, crues",100.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",82.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",9.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",4.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",42.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",40.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",44.0,,,
1,14_033,"Soup from chicken, beer yeast, vegetables and fermented African locust beans (Burkina Faso)*","Soupe de poulet, levure de bière, légumes et néré fermenté (soumbala) (Burkina Faso)*",,0.5389150943396226,"Fry the chicken pieces and crushed garlic with the tomato and onion cut into strips. After a few minutes, add the yeast, previously diluted in water and filtered. Add the other ingredients and simmer.","Faire revenir les morceaux de poulet et l’ail haché avec les tomates et l’oignon coupés en lamelles. Après quelques minutes, ajouter la levure, préalablement diluée dans l’eau et filtrée. Ajouter les autres ingrédients et laisser mijoter."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",8.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",38.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",15.0,,,
,12_019,"Water, tap",Eau du robinet,641.0,,,
,07_036,"Chicken, light meat with skin, raw","Poulet, blanc avec la peau, cru",80.0,,,
,13_017,"Yeast, dried","Levure, séchée",13.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",5.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",40.0,,,
1,14_034,Soup with cabbage and vegetables (Burkina Faso)*,Soupe aux choux et légumes (Burkina Faso)*,,0.4708377518557794,"Cut the cabbage into pieces, and the onion and tomato into slices. Cook with all the other ingredients in a pot.",Couper le chou en morceaux et l’oignon et les tomates en tranches. Faire cuire avec tous les autres ingrédients dans une casserole.
,13_015,Salt,Sel,4.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",14.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",57.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",158.0,,,
,12_019,"Water, tap",Eau du robinet,686.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",22.0,,,
2,14_034,Soup with cabbage and vegetables (Burkina Faso)*,Soupe aux choux et légumes (Burkina Faso)*,,0.2818679007151872,"Cut the cabbage into pieces, and the onion and tomato into slices. Cook with all the other ingredients in a pot.",Couper le chou en morceaux et l’oignon et les tomates en tranches. Faire cuire avec tous les autres ingrédients dans une casserole.
,13_015,Salt,Sel,4.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",51.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",135.0,,,
,12_019,"Water, tap",Eau du robinet,945.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",26.0,,,
1,14_005,Téi kam zéédo (Burkina Faso)*: red palm oil sauce with fish and vegetables,Téi kam zéédo (Burkina Faso)*: sauce à l’huile de palme rouge avec poisson et légumes,,0.49570735349010825,"Fry the fish in the red palm oil, then the onion cut into strips. Add the tomato paste, crushed garlic, groundnut paste and water and simmer for a few minutes. Add the other ingredients and cook.","Faire revenir le poisson dans l’huile de palme rouge, puis l’oignon coupé en tranches. Ajouter le concentré de tomate, l’ail haché, la pâte d’arachide et l’eau et laisser mijoter quelques minutes. Ajouter les autres ingrédients et laisser mijoter."
,13_015,Salt,Sel,4.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",20.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",104.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",80.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",5.0,,,
,12_019,"Water, tap",Eau du robinet,870.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",98.0,,,
,06_026,"Groundnut paste, from groundnuts only","Arachide, pâte pure",75.0,,,
,04_081,"Bay, leaves, dried","Laurier, feuilles, séchées",0.5,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",51.0,,,
2,14_005,Téi kam zéédo (Burkina Faso)*: red palm oil sauce with fish and vegetables,Téi kam zéédo (Burkina Faso)*: sauce à l’huile de palme rouge avec poisson et légumes,,0.5627242399446087,"Fry the fish in the red palm oil, then the onion cut into strips. Add the tomato paste, crushed garlic, groundnut paste and water and simmer for a few minutes. Add the other ingredients and cook.","Faire revenir le poisson dans l’huile de palme rouge, puis l’oignon coupé en tranches. Ajouter le concentré de tomate, l’ail haché, la pâte d’arachide et l’eau et laisser mijoter quelques minutes. Ajouter les autres ingrédients et laisser mijoter."
,13_015,Salt,Sel,4.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,11_004,"Palm oil, red","Huile de palme, rouge",15.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",50.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",47.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",5.0,,,
,04_081,"Bay, leaves, dried","Laurier, feuilles, séchées",0.35,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",2.0,,,
,12_019,"Water, tap",Eau du robinet,510.0,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",15.0,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",50.0,,,
,06_026,"Groundnut paste, from groundnuts only","Arachide, pâte pure",50.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",41.0,,,
1,14_024,"Téi né maane zéindo (Burkina Faso)*: oil palm fruit sauce with okra powder, fish and vegetables","Téi né maane zéindo (Burkina Faso)*: noix de palme en sauce avec poudre de gombo, poisson et légumes",,0.5515337423312884,"Boil the seeds of the oil palm fruit for about an hour. Remove the seeds and pound them. Add water to dilute, then wring. Cook the resulting juice with the other ingredients for three hours.","Faire bouillir les graines de noix de palme pendant à peu près une heure. Retirer les graines et les broyer. Ajouter de l’eau pour diluer, puis essorer. Cuire le jus ainsi obtenu avec les autres ingrédients pendant trois heures."
,13_015,Salt,Sel,12.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",23.0,,,
,12_019,"Water, tap",Eau du robinet,2630.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",195.0,,,
,05_040,"Oil palm, fruit, raw","Noix de palme, crue",266.0,,,
,04_077,"Okra, fruit, dried","Gombo, fruit, séché",30.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",43.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",4.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",52.0,,,
2,14_024,"Téi né maane zéindo (Burkina Faso)*: oil palm fruit sauce with okra powder, fish and vegetables","Téi né maane zéindo (Burkina Faso)*: noix de palme en sauce avec poudre de gombo, poisson et légumes",,0.569693094629156,"Boil the seeds of the oil palm fruit for about an hour. Remove the seeds and pound them. Add water to dilute, then wring. Cook the resulting juice with the other ingredients for three hours.","Faire bouillir les graines de noix de palme pendant à peu près une heure. Retirer les graines et les broyer. Ajouter de l’eau pour diluer, puis essorer. Cuire le jus ainsi obtenu avec les autres ingrédients pendant trois heures."
,13_015,Salt,Sel,10.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",27.0,,,
,12_019,"Water, tap",Eau du robinet,2555.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",184.0,,,
,05_040,"Oil palm, fruit, raw","Noix de palme, crue",240.0,,,
,04_077,"Okra, fruit, dried","Gombo, fruit, séché",27.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",35.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",7.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",38.0,,,
1,14_023,Téi zéindo (Burkina Faso)*: simple oil palm fruit sauce with fish and vegetables,Téi zéindo (Burkina Faso)*: sauce simple de noix de palme avec poisson et légumes,,0.558228540185894,"Boil the seeds of the oil palm fruit about an hour. Remove the seeds and pound them. Add water to dilute, then wring. Cook the resulting juice with the other ingredients for three hours.","Faire bouillir les graines du fruit du palmier à huile pendant à peu près une heure. Retirer les graines et les broyer. Ajouter de l’eau pour diluer, puis essorer. Cuire le jus ainsi obtenu avec les autres ingrédients pendant trois heures."
,13_015,Salt,Sel,18.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",10.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",26.0,,,
,12_019,"Water, tap",Eau du robinet,4170.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",182.0,,,
,05_040,"Oil palm, fruit, raw","Noix de palme, crue",934.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",72.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",8.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",67.0,,,
2,14_023,Téi zéindo (Burkina Faso)*: simple oil palm fruit sauce with fish and vegetables,Téi zéindo (Burkina Faso)*: sauce simple de noix de palme avec poisson et légumes,,0.5331673483905388,"Boil the seeds of the oil palm fruit about an hour. Remove the seeds and pound them. Add water, dilute, then wring. Cook the resulting juice with the other ingredients for three hours.","Faire bouillir les graines de noix de palme pendant à peu près une heure. Retirer les graines et les broyer. Ajouter de l’eau, diluer, puis essorer. Cuire le jus ainsi obtenu avec les autres ingrédients pendant trois heures."
,13_015,Salt,Sel,17.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",11.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",25.0,,,
,12_019,"Water, tap",Eau du robinet,4112.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",99.0,,,
,05_040,"Oil palm, fruit, raw","Noix de palme, crue",1204.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",73.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",8.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",74.0,,,
1,14_020,"Toeg koing zéédo (Burkina Faso)*: dried baobab leaf sauce with fish, vegetables and fermented African locust beans","Toeg koing zéédo (Burkina Faso)*: sauce de feuilles de baobab séchées avec poisson, légumes et néré fermenté (soumbala)",,0.6935050993022007,"Cut the onion, tomato, chilli and fresh leaves and fry together. Add the water, crumbled fish, crushed soumbala, stock cube and salt, and cook. Add the dried leaf powder and potash, stirring for a few minutes.","Couper l’oignon, la tomate, le piment et les feuilles fraîches et les faire revenir ensemble. Ajouter l’eau, le poisson émietté, le soumbala écrasé, le bouillon-cube et le sel et laisser cuire. Ajouter la poudre de feuilles séchées et la potasse, tout en remuant pendant quelques minutes."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",5.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",18.0,,,
,12_019,"Water, tap",Eau du robinet,750.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",6.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",50.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",35.0,,,
,13_024,"Potash, solid","Potasse, solide",3.0,,,
,04_002,"Baobab, leaves, dried","Baobab, feuilles, séchées",20.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",10.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",29.0,,,
2,14_020,"Toeg koing zéédo (Burkina Faso)*: dried baobab leaf sauce with fish, vegetables and fermented African locust beans","Toeg koing zéédo (Burkina Faso)*: sauce de feuilles de baobab séchées avec poisson, légumes et néré fermenté (soumbala)",,0.6212400245549416,"Cut the onion, tomato, chilli and fresh leaves and fry together. Add the water, crumbled fish, crushed soumbala, stock cube and salt, and cook. Add the dried leaf powder and potash, stirring for a few minutes.","Couper l’oignon, la tomate, le piment et les feuilles fraîches et les faire revenir ensemble. Ajouter l’eau, le poisson émietté, le soumbala écrasé, le bouillon-cube et le sel et laisser cuire. Ajouter la poudre de feuilles séchées et la potasse, tout en remuant pendant quelques minutes."
,13_015,Salt,Sel,3.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",20.0,,,
,12_019,"Water, tap",Eau du robinet,650.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",50.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",25.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,04_002,"Baobab, leaves, dried","Baobab, feuilles, séchées",15.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",10.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",25.0,,,
1,14_022,"Toeg maas zéédo (Burkina Faso)*: fresh baobab leaf sauce with fish, vegetables and fermented African locust beans","Toeg maas zéédo (Burkina Faso)*: sauce de feuilles de baobab fraîches avec poisson, légumes et néré fermenté (soumbala)",,0.5095638867635807,"Cut the onion, garlic, tomato and green leaves and fry together. Add the water, crumbled fish, crushed soumbala, stock cube and salt, and cook. Add the fresh baobab leaves and potash, stirring for a few minutes.","Couper l’oignon, l’ail, la tomate et les feuilles vertes et les faire revenir ensemble. Ajouter l’eau, le poisson émietté, le soumbala écrasé, le bouillon-cube et le sel et laisser cuire. Ajouter les feuilles de baobab fraîches et la potasse, tout en remuant pendant quelques minutes."
,13_015,Salt,Sel,5.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",10.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",30.0,,,
,12_019,"Water, tap",Eau du robinet,950.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",75.0,,,
,04_001,"Baobab, leaves, fresh, raw","Baobab, feuilles, fraîches, crues",107.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",50.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",4.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",30.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",34.0,,,
2,14_022,"Toeg maas zéédo (Burkina Faso)*: fresh baobab leaf sauce with fish, vegetables and fermented African locust beans","Toeg maas zéédo (Burkina Faso)*: sauce de feuilles de baobab fraîches avec poisson, légumes et néré fermenté (soumbala)",,0.8484623934790663,"Cut the onion, garlic, tomato and green leaves and fry together. Add the water, crumbled fish, crushed soumbala, stock cube and salt, and cook. Add the fresh baobab leaves and potash, stirring for a few minutes.","Couper l’oignon, l’ail, la tomate et les feuilles vertes et les faire revenir ensemble. Ajouter l’eau, le poisson émietté, le soumbala écrasé, le bouillon-cube et le sel et laisser cuire. Ajouter les feuilles de baobab fraîches et la potasse, tout en remuant pendant quelques minutes."
,13_015,Salt,Sel,7.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",2.5,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",7.0,,,
,04_131,"Green leafy vegetable, average, fresh, raw","Légumes-feuilles verts, non spécifiés, frais, crus",57.0,,,
,12_019,"Water, tap",Eau du robinet,900.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",5.0,,,
